Brand,Product,Price,Image_Link,Product_Link,summary,Fragrance Family,Key Notes,Benefits,How To Use,Ingredients
SnifÂ,Rose Era Fragrance Set Eau de Toilette,$79.00Kit Price ($90 value)($90 value),,https://www.ulta.com/p/rose-era-fragrance-set-eau-de-toilette-pimprod2047601?sku=2630362,"Snif Rose Era Fragrance Set Eau de Toilette comes with two sizes of the fruity, floral scent by Monet McMichael. Itâs the perfect gift for the certified flower girl in your life.","Floral, Fruity, Rose","T: Ambrette Seeds Absolute, Pear, Saffron, Strawberry, RaspberryD: Orcanox, White Moss, Vegan Musk Item 2630362",,,
NematÂ,Musk Amber Fragrance Oil,sale price $15.74$15.74list price $20.99$20.99,,https://www.ulta.com/p/musk-amber-fragrance-oil-pimprod2044419?sku=2621681,"The Musk Amber Fragrance Oil from Nemat is a long lasting warm, balsamic Amber fragrance oil. The heart of the fragrance is crafted from benzoin tree resin that gives musk amber its signature warm balsamic aroma.",,Top - balsamic amberMiddle - sweetBase - resinous earthy Item 2621681,,,
Carolina HerreraÂ,Good Girl Bowtastic Collector's Edition Eau de Parfum,$160.00,,https://www.ulta.com/p/good-girl-bowtastic-collectors-edition-eau-de-parfum-pimprod2053907?sku=2645586,"Good Girl Bowtastic Eau de Parfum by Carolina Herrera is a women's warm floral perfume, featuring the best-selling Good Girl scent. Dressed in a midnight-blue bow with a sapphire-like jewel, it blends jasmine, tuberose, and tonka beanâbecause every icon deserves a bow.",Warm Floral Item 2645586,"Top Note- AlmondHeart Notes- Jasmine Sambac, Tuberose CrystalBase Notes- Tonka Bean, Cocoa",,,
LE MONDE GOURMANDÂ,000 Perfume Oil,sale price $19.50$19.50list price $26.00$26.00,,https://www.ulta.com/p/000-perfume-oil-pimprod2050324?sku=2636254,"Casual yet elevated, Le Monde Gourmand 000 Perfume Oil is classic and versatile. Like a fresh white T-Shirt, it's perfect for any occasion.",Floral Amber,Top - Italian Bergamot & FreesiaMiddle - WaterlilyBase - Creamy Sandalwood Item 2636254,,,
TOM FORDÂ,Black Orchid Reserve Parfum,$205.00 - $300.00,,https://www.ulta.com/p/black-orchid-reserve-parfum-pimprod2053852?sku=2645677,Black Orchid Reserve Parfum: TOM FORD's prize-winning floral scented fragrance meets the phantom-like Ghost Orchid accord in this amplified dimension of Black Orchid.,Woody Chypre,Black Orchid AccordPatchouliGhost Orchid Item 2645677,,,
Juicy CoutureÂ,Viva La Juicy Eau de Parfum 4-Piece Discovery Set,$50.00,,https://www.ulta.com/p/viva-la-juicy-eau-de-parfum-4-piece-discovery-set-pimprod2054902?sku=2645671,"The Viva La Juicy Eau de Parfum Discovery Set features four best-selling scents in one set, perfect for travel & trial. Discover which Viva La Juicy girl you are and find your new signature scent!",Viva La Juicy - Amber Floral GourmandViva La Juicy Gold Couture - True Amber GourmandViva La Juicy Le Bubbly - Amber Fruity GourmandViva La Juicy SucrÃ© - Amber Edible Gourmand,"Viva La Juicy - Mandarin, Gardenia & CaramelViva La Juicy Gold Couture - Wild Berries, Jasmine & Vanilla CreamViva La Juicy Le Bubbly - Champagne-Inspired Pink Berry Accord, Gardenia & Golden AmberViva La Juicy SucrÃ© - Orange Flower, Peach Nectar & Whipped Cream Item 2645671",,,
LancÃ´meÂ,Miracle Eau de Parfum,$99.00 - $137.00,,https://www.ulta.com/p/miracle-eau-de-parfum-VP12272?sku=2129631,"Joyful. Empowering. Inspiring. Miracle Eau de Parfum by LancÃ´me, brings to life a vibrant and sparkling fragrance with refreshing, dewy notes of fruits and flowers, and a heart of spices with notes of magnolia, ginger & amber.",Floral,"Top - lychee, freesiaMiddle - magnolia, ginger, pepperBase - amber, jasmine, musk Item 2129631",,,
PacificaÂ,Dream Moon Spray Perfume,sale price $18.90$18.90list price $27.00$27.00,,https://www.ulta.com/p/dream-moon-spray-perfume-pimprod2043912?sku=2622489,"Pacifica's Dream Moon Perfume harmonizes grounding sandalwood, patchouli and vibrating pink rose in natural grain alcohol to ignite feelings of love and gratitude. Backed by neuroscience, their functional fragrances are key tools for your pursuit of wellbeing.",,,,,
TOCCAÂ,Florence Eau de Parfum,$86.00,,https://www.ulta.com/p/florence-eau-de-parfum-pimprod2041619?sku=2617186,TOCCA Florence is an undeniably charming floral with secret tangents into citrus and earth. Joyful bergamot grazes crushed violet petal with a fresh blush of gardenia and pear.,Classic Floral,"Top - italian bergamot, grapefruit leaves, green pear, appleMiddle - ivory gardenia, crushed violet petals, jasmine, tuberose, blue irisBase - blonde wood, white musk Item 2617186",,,
CliniqueÂ,My Happy Baby Bouquet Perfume Spray,$35.00,,https://www.ulta.com/p/my-happy-baby-bouquet-perfume-spray-pimprod2021496?sku=2565637,"Clinique My Happy Baby Bouquet Perfume Spray is a comforting scent with bright mandarin, a tenderheart of orange flower petals, and creamy musk.",Floral,"Top: mandarin, spearmint, and petitgrainMiddle: orange flower, jasmine sambac, and muguetBottom: musk, amber tonic, and vetiver Item 2565637",,,
PacificaÂ,Take Me There Mini Perfume Set,sale price $14.00$14.00list price $20.00$20.00,,https://www.ulta.com/p/take-me-there-mini-perfume-set-pimprod2044461?sku=2622502,"Scent has the ability to take you anywhere. Pacifica's Take Me There Min Perfume Set includes 5 travel-friendly fragrances in Dream Moon, Silver Moon, Indian Coconut Nectar, Island Vanila, and Beach Day. Backed by neuroscience, their functional fragrances are key tools for your pursuit of wellbeing.",,,,,
BurberryÂ,Burberry Goddess Eau de Parfum 3-Piece Gift Set,$191.00Kit Price ($248 value)($248 value),,https://www.ulta.com/p/burberry-goddess-eau-de-parfum-3-piece-gift-set-pimprod2054680?sku=2646417,"This festive season, embrace the joy of the holidays at home â a place where excitement fills the air as memorable moments are made between friends and family. A vegan perfume, Burberry Goddess Eau de Parfum is a unique gourmand and addictive scent led by a powerful trio of vanillas.",Ambery,Top- Vanilla Infusion and LavenderMiddle- Vanilla CaviarBase- Vanilla Absolute,,,
Carolina HerreraÂ,Very Good Girl Elixir Perfume Oil Drops,$70.00,,https://www.ulta.com/p/very-good-girl-elixir-perfume-oil-drops-pimprod2050487?sku=2637086,"Very Good Girl Elixir Perfume Oil Drops is a concentrated purse-sized formula of our new signature women's fragrance with an intense amber fruity-floral blend of black cherry, red rose & lasting vanilla infused in nourishing jojoba and sweet almond oil.",Amber Fruity-Floral,"Top Notes- Black Cherry, Bitter AlmondHeart Notes- Tuberose, Red RoseBase Notes- Vanilla, Cocoa Item 2637086",,,
MUGLERÂ,Angel Nova Eau de Parfum,$95.00 - $159.00,,https://www.ulta.com/p/angel-nova-eau-de-parfum-pimprod2022039?sku=2578133,"Angel Nova, a Fruity Floral Eau de Parfum that exudes pleasure and confidence. MUGLER Angel Nova Eau de Parfum opens with an explosion of Raspberry notes, followed by Upcycled Rose at the heart. The Akigalawood at the base transforms this fragrance for a long-lasting power and confidence.",Fruity Floral,RaspberryUpcycled RoseAkigalawood Item 2578133,,,
Tiffany & Co.Â,Tiffany & Love Eau de Parfum 3-Piece Gift Set,$181.00Kit Price ($231 value)($231 value),,https://www.ulta.com/p/tiffany-love-eau-de-parfum-3-piece-gift-set-pimprod2054498?sku=2646534,"The Tiffany & Love For Her Holiday Gift Set is the perfect gift for the holiday season. Tiffany & Love for Her Eau de Parfum is a floral, woody fragrance. The Tiffany & Love Hydrating Body Lotion leaves skin moisturized and delicately perfumed with the Tiffany & Love Eau de Parfum scent.",Floral,"Top- Blue Basil, Blackcurrant, GrapefruitMiddle - Neroli, Jasmine, Tuberose FlowerBase- Blue Sequoia, Vetiver, Cedarwood",,,
LancÃ´meÂ,La Vie Est Belle Mini Perfume Gift Set,$29.00,,https://www.ulta.com/p/la-vie-est-belle-mini-perfume-gift-set-pimprod2055179?sku=2646680,"LancÃ´me La Vie Est Belle Mini Perfume Gift Set is a deluxe miniature perfume sampler set featuring La Vie Est Belle, an iconic, long lasting floral gourmand perfume and La Vie Est Belle Vanille Nude. A musky vanilla perfume that enhances your unique scent, creating a fragrance that's truly YOU!",Warm & Spicy,IrisPatchouliVanilla Item 2646680,,,
GucciÂ,Bamboo Eau de Parfum,$126.00 - $138.00,,https://www.ulta.com/p/bamboo-eau-de-parfum-xlsImpprod12761005?sku=2290508,"A woody and floral fragrance, Gucci Bamboo's eau de parfum is soft and intense at once, blooming with notes of exotic Casablanca Lily and Tahitian Vanilla. Sandalwood and Grey Amber balance the fragrance's femininity with a resonating woody contrast.",Floral,"Top - sandalwood, vanillaMiddle - amber accordsBase - soft lily, orange blossom, ylang ylang Item 2290508",,,
LancÃ´meÂ,La Vie Est Belle Limited Edition Body Lotion & Perfume Holiday Travel Gift Set,$140.00Kit Price ($182 value)($182 value),,https://www.ulta.com/p/la-vie-est-belle-limited-edition-body-lotion-perfume-holiday-travel-gift-set-pimprod2054545?sku=2646684,LancÃ´me La Vie Est Belle Body Lotion & Fragrance Holiday Travel Gift Set - a floral gourmand bouquet encapsulated in a crystal smile.,Floral,IrisPatchouliSpun SugarVanilla Item 2646684,,,
Tiffany & Co.Â,Tiffany Sheer Eau de Toilette,$99.00 - $151.00,,https://www.ulta.com/p/tiffany-sheer-eau-de-toilette-pimprod2016063?sku=2568073,"A bright & sparkling interpretation of the signature fragrance, Tiffany Sheer by Tiffany & Co. is a vibrant floral scent. Elegantly wrapped in top notes of blackcurrant, vert de mandarine and ylang-ylang, the scent beautifully blends with rose oil and closes with iris base notes.",Floral,Top - blackcurrantMiddle - ylang ylangBase - iris Item 2568073,,,
GivenchyÂ,Very Irresistible Eau de Parfum,$158.00,,https://www.ulta.com/p/very-irresistible-eau-de-parfum-pimprod2050965?sku=2639090,"Rediscover Very IrrÃ©sistible Eau de Parfum in a new prismatic bottle. Composed of roses, this fragrance unveils its charm with the zesty contrast of aromatic star anise. At its base, patchouli wood and vanilla amplify the sensual and feminine signature.",Floral,"Top Notes: Star Anise, Blackcurrant, Violet LeafBase Notes: Vanilla, Patchouli Item 2639090",,,
florence by millsÂ,Wildly Me Eau de Toilette,sale price $38.50$38.50list price $55.00$55.00,,https://www.ulta.com/p/wildly-me-eau-de-toilette-pimprod2043434?sku=2620488,"Embark on your journey of authenticity by taking the first leap into a botanical garden where bergamot and soothing sage intertwine with purple iris, blooming wisteria, violet flowers, and fresh lavender with Wildly Me Eau de Toilette by florence by mills.",Floral,"Top: bergamot, pink pepper peru, clary sageMiddle: purple iris, blooming wisteria, violet flowers, lavenderBase: sandalwood, upcycycled cedarwood, cypriol, amyris Item 2620488",,,
PacificaÂ,Indian Coconut Nectar Spray Perfume,sale price $18.90$18.90list price $27.00$27.00,,https://www.ulta.com/p/indian-coconut-nectar-spray-perfume-pimprod2044453?sku=2622494,"Pacifica's Indian Coconut Nectar Spray Perfume blends creamy coconut, vanilla, sugar crystals and resinous amber in natural grain alcohol to help ground your mind. Backed by neuroscience, their functional fragrances are key tools for your pursuit of wellbeing.",,"Aromapower - CalmTop - mandarin, coconut water, lemon blossomMiddle - tiare, coconut cream, sugar crystals, vanillaBottom - almond, fresh cream, amber",,,
LancÃ´meÂ,La Vie Est Belle Eau de Parfum Refillable Sparkling Edition,$125.00,,https://www.ulta.com/p/la-vie-est-belle-eau-de-parfum-refillable-sparkling-edition-pimprod2051807?sku=2639639,"Shop LancÃ´me's iconic La Vie Est Belle Eau de Parfum in a special, collector-edition sparkling crystal smile bottle that's refillable to make luxury more sustainable.",Floral,"Precious iris padilla notes, sustainably sourced iris padila butter from FranceVibrant earthy patchouli, sustainably sourced in BaliSensual warm vanilla, with spun sugar leaving a warm sensual trailDiscover the vanilla notes and iris notes used in this signature perfume Item 2639639",,,
Ralph LaurenÂ,Romance 3-Piece Discovery Gift Set,$50.00Kit Price ($105 value)($105 value),,https://www.ulta.com/p/romance-3-piece-discovery-gift-set-pimprod2051685?sku=2638386,"Embrace the intensity of Romance and experience a love story within the exclusive library of Ralph Lauren Fragrances with Romance Eau de Parfum, Beyond Romance Eau de Parfum, and Eau de Parfum Intense. Romance is An Adventure, the story of effortless beauty and sensuality for her.",Floral,"Romance Eau de Parfum: Pink Pepper, Rose Damascena, JasmineRomance Intense Eau de Parfum: Patchouli, Rose, SandalwoodBeyond Romance Eau de Parfum: Raspberry Coulis, Rose Centifolia, Black Vanilla",,,
CoachÂ,Signature Eau de Parfum,$80.00 - $126.00,,https://www.ulta.com/p/signature-eau-de-parfum-xlsImpprod14501026?sku=2307301,Shop Coach Signature Eau de Parfum and get lost in the spontaneous energy of New York City. It opens with raspberry and dries to a sensual suede musk.,Floral,Top - Raspberry LeavesMiddle - Turkish RosesBase - Suede Musk Item 2307301,,,
CleanÂ,Classic Warm Cotton Eau de Parfum,$44.00 - $74.00,,https://www.ulta.com/p/classic-warm-cotton-eau-de-parfum-pimprod2017603?sku=2570969,Clean Classic Warm Cotton Eau de Parfum is inspired by the comforting scent of newly laundered tees straight from the dryer.,Fresh Floral,MandarinFloral Cotton AccordAmber Item 2570969,,,
ARMANIÂ,SÃ¬ Passione Eau de Parfum,$100.00 - $195.00,,https://www.ulta.com/p/si-passione-eau-de-parfum-xlsImpprod18851472?sku=2558739,"Armani SÃ¬ Passione Eau de Parfum is a fruity and floral women's perfume with notes of rose, pear, and woody vanilla for the woman who is feminine and free.",Floral Fruity,Sparkling Pear & BlackcurrantRoseWoody Vanilla Item 2558739,,,
RabanneÂ,Fame Feline Collector's Edition,$162.00,,https://www.ulta.com/p/fame-feline-collectors-edition-pimprod2054563?sku=2647207,"Fame Feline Collector's Edition by Rabanne is the iconic fruity floral women's perfume you love, succulent mango, pure jasmine, creamy incense, reimagined in a bold furry leopard bottle that embodies untamed Parisian glamour.",CHYPRE Fruity floral,Top Note: pure jasmineHeart Note: succulent mangoBase Note: creamy incense,,,
LancÃ´meÂ,IdÃ´le L'Eau de Toilette,$64.00 - $145.00,,https://www.ulta.com/p/idole-leau-de-toilette-pimprod2045286?sku=2623760,"LancÃ´me IdÃ´le L'Eau de Toilette is a long-lasting women's fragrance that opens on notes of green tea captured right from natural flavors. Blooming roses are brought to the fore, upcycled to enhance freshness and vigor, as a trio of bergamot adds in juicy citrus notes.",Fresh & Floral Item 2623760,,,,
BurberryÂ,Her Blossom Eau de Toilette,$155.00,,https://www.ulta.com/p/her-blossom-eau-de-toilette-pimprod2007158?sku=2558170,"Bright and energetic, Her Blossom is a love letter to London in bloom. The gourmand signature of the original Eau de Parfum wrapped in luminous plum blossom notes. Sparkling mandarine, creamy sandalwood and comforting musk notes convey warmth and depth.",Gourmand,"Top - mandarin, pink peppercornMiddle - plum blossom, peonyBase - musk, sandalwood Item 2558170",,,
NOYZÂ,The Solid Fragrance - Sh**ty Day,$42.00,,https://www.ulta.com/p/solid-fragrance-shty-day-pimprod2050399?sku=2635883,"A silky, balm-like anywhere fragrance by NOYZ glides on to release a concentrated yet close-to-skin scent that moves with you throughout the day â in the fragrance Sh**ty Day.",AmberAromatic,Top: Eucalyptus Leaves / Ocean Air / Coconut Water / BergamotBase: Venezuelan Tonka Bean / Sea-Soaked Woods / Baltic Amber / Cedarwood Item 2635883,,,
BurberryÂ,Perfume Sampler 6-Piece Gift Set,$35.00,,https://www.ulta.com/p/perfume-sampler-6-piece-gift-set-pimprod2054681?sku=2646367,"Discover the ambery, gourmand, and fruity scents of Burberry Her Eau de Parfum, Burberry Her Elixir de Parfum and Burberry Her Eau de Parfum Intense while experiencing the gourmand, aromatic notes of Burberry Goddess Eau de Parfum, Burberry Goddess Eau de Parfum Intense and Burberry Goddess Parfum.",Ambery,"Burberry Goddess Eau de Parfum: Top- Vanilla Infusion and Lavender; Middle- Vanilla Caviar; Base- Vanilla AbsoluteBurberry Goddess Parfum: Top- Lavender Essence and Raspberry Accord; Middle- Trio of Vanilla Extracts (infusion, caviar, absolute); Base- Suede Leather AccordBurberry Goddess Eau de Parfum Intense: Top- Lavender Essence; Middle- Vanilla QuartetBase- PatchouliHer Eau de Parfum: Top- Blackcurrant, Blueberry, Raspberry; Middle- Jasmine Accord, Violet accord; Base- White Woods, Musk, Dry AmberHer Eau de Parfum Intense: Top- Wild Strawberry; Middle- Orange Blossoms; Base- Ambery WoodHer Elixir de Parfum: Top- Strawberry and Blackberry Accord; Middle- Jasmine Accord; Base- Vanilla, Amber, Sandalwood",,,
